identifier,matching_objects,image_thumb,image_small,object-type,title,"creator (Lastname, Firstname; Lastname, Firstname)","recipient (Lastname, Firstname; Lastname, Firstname)",date (yyyy-mm-dd or yyyy-mm or yyyy),"date is approximate? (yes, or blank)",description (1-3 sentences),"subject (subject1; subject2)
in most cases, aim for 3 or more subjects, but less is okay
controlled vocab lookup: https://www.getty.edu/research/tools/vocabularies/aat/","associated names (Lastname, Firstname; Lastname, Firstname)","location 1 (City, State)","latitude / longitude 1 (lat, long)
go to https://www.google.com/maps/, right click on the location, click on the lat/long that appear at the top of the drop down (this will copy the lat/long to your clipboard). right click in the cell you wish to add the data, select ""paste special"" > ""values only.""","location 2 (City, State)","latitude / longitude 2 (lat, long)
go to https://www.google.com/maps/, right click on the location, click on the lat/long that appear at the top of the drop down (this will copy the lat/long to your clipboard). right click in the cell you wish to add the data, select ""paste special"" > ""values only.""","doc length x width l""xw""",cabinet,drawer,box,bag,"type (biface, projectile point, etc.)",material,material source,length (mm),width (mm),thickness (mm),weight (g),count,source,"original format (i.e. letter, newspaper clipping, artifact, etc.)",type,"language
code lookup: http://www.loc.gov/standards/iso639-2/php/code_list.php",rights (before 1926 = no copyright; after 1926 or not sure = in copyright),student initials,"publish? (no, or blank)","GGOI? (yes, or blank"
CE_B19_F1-Item109,CE_B19_F1-Item109.pdf,thumbs/ce_b19_f1-item109_th.jpg,small/ce_b19_f1-item109_sm.jpg,pdf,Magic Valley Memorial Hospital Bill,N/A,N/A,1979-02-28,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical bill,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item11,CE_B19_F1-Item11.pdf,thumbs/ce_b19_f1-item11_th.jpg,small/ce_b19_f1-item11_sm.jpg,pdf,Penny Wise Drug Store Statement of Account,N/A,N/A,1977-11-26,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item110,CE_B19_F1-Item110.pdf,thumbs/ce_b19_f1-item110_th.jpg,small/ce_b19_f1-item110_sm.jpg,pdf,Crowley's Pharmacy Bill,N/A,N/A,1978-09-21,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical bill,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item111,CE_B19_F1-Item111.pdf,thumbs/ce_b19_f1-item111_th.jpg,small/ce_b19_f1-item111_sm.jpg,pdf,Penny Wise Drug Store Charge Ticket,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Charge ticket,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item112,CE_B19_F1-Item112.pdf,thumbs/ce_b19_f1-item112_th.jpg,small/ce_b19_f1-item112_sm.jpg,pdf,Penny Wise Drug Store Charge Ticket,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Charge ticket,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item113,CE_B19_F1-Item113.pdf,thumbs/ce_b19_f1-item113_th.jpg,small/ce_b19_f1-item113_sm.jpg,pdf,Penny Wise Drug Store Charge Ticket,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Charge ticket,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item114,CE_B19_F1-Item114.pdf,thumbs/ce_b19_f1-item114_th.jpg,small/ce_b19_f1-item114_sm.jpg,pdf,Receipt,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Receipt,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item12,CE_B19_F1-Item12.pdf,thumbs/ce_b19_f1-item12_th.jpg,small/ce_b19_f1-item12_sm.jpg,pdf,Medical Center Laboratory,N/A,N/A,1978-11-29,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Laboratory records,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item13,CE_B19_F1-Item13.pdf,thumbs/ce_b19_f1-item13_th.jpg,small/ce_b19_f1-item13_sm.jpg,pdf,Notes,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Handwritten notes,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item14,CE_B19_F1-Item14.pdf,thumbs/ce_b19_f1-item14_th.jpg,small/ce_b19_f1-item14_sm.jpg,pdf,Magic Valley Memorial Hospital Bill,N/A,N/A,1978-12-13,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical bill,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item15,CE_B19_F1-Item15.pdf,thumbs/ce_b19_f1-item15_th.jpg,small/ce_b19_f1-item15_sm.jpg,pdf,Magic Valley Memorial Hospital Bill,N/A,N/A,1978-12-13,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical bill,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item16,CE_B19_F1-Item16.pdf,thumbs/ce_b19_f1-item16_th.jpg,small/ce_b19_f1-item16_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-11-25,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item17,CE_B19_F1-Item17.pdf,thumbs/ce_b19_f1-item17_th.jpg,small/ce_b19_f1-item17_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-12-01,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item18,CE_B19_F1-Item18.pdf,thumbs/ce_b19_f1-item18_th.jpg,small/ce_b19_f1-item18_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-12-01,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item19,CE_B19_F1-Item19.pdf,thumbs/ce_b19_f1-item19_th.jpg,small/ce_b19_f1-item19_sm.jpg,pdf,Magic Valley Memorial Hospital Bill,N/A,N/A,1978-11-13,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical bill,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item2,CE_B19_F1-Item2.pdf,thumbs/ce_b19_f1-item2_th.jpg,small/ce_b19_f1-item2_sm.jpg,pdf,Letter from Reserve Life Insurance,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Typewritten correspondence,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item20,CE_B19_F1-Item20.pdf,thumbs/ce_b19_f1-item20_th.jpg,small/ce_b19_f1-item20_sm.jpg,pdf,Magic Valley Memorial Hospital Bill,N/A,N/A,1978-11-13,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical bill,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item21,CE_B19_F1-Item21.pdf,thumbs/ce_b19_f1-item21_th.jpg,small/ce_b19_f1-item21_sm.jpg,pdf,Magic Valley Memorial Hospital Bill,N/A,N/A,1978-11-13,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical bill,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item22,CE_B19_F1-Item22.pdf,thumbs/ce_b19_f1-item22_th.jpg,small/ce_b19_f1-item22_sm.jpg,pdf,Magic Valley Memorial Hospital Bill,N/A,N/A,1978-10-28,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical bill,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item23,CE_B19_F1-Item23.pdf,thumbs/ce_b19_f1-item23_th.jpg,small/ce_b19_f1-item23_sm.jpg,pdf,Magic Valley Memorial Hospital Bill,N/A,N/A,1978-11-13,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical bill,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item24,CE_B19_F1-Item24.pdf,thumbs/ce_b19_f1-item24_th.jpg,small/ce_b19_f1-item24_sm.jpg,pdf,Aetna Explanation of Benefits,N/A,N/A,1978-11-13,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item25,CE_B19_F1-Item25.pdf,thumbs/ce_b19_f1-item25_th.jpg,small/ce_b19_f1-item25_sm.jpg,pdf,Letter from Donald Crabtree to Aetna Life and Casualty,"Crabtree, Donald ""Don"" E.",Aetna Life and Casualty,1978-10-31,,Typewritten letter from Donald Crabtree to Aetna Life and Casualty. He wrote out an itemized list of statements and medicare EOBs.,professional correspondence; medical; typewritten,,"Kimberly, Idaho","42.5335805982885, -114.36483156147125","Salt Lake City, Utah","40.76248255322477, -111.8978342232647",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Typewritten correspondence,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item26,CE_B19_F1-Item26.pdf,thumbs/ce_b19_f1-item26_th.jpg,small/ce_b19_f1-item26_sm.jpg,pdf,Magic Valley Memorial Hospital Bill,N/A,N/A,1978-10-28,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical bill,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item27,CE_B19_F1-Item27.pdf,thumbs/ce_b19_f1-item27_th.jpg,small/ce_b19_f1-item27_sm.jpg,pdf,Magic Valley Memorial Hospital Bill,N/A,N/A,1978-10-28,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical bill,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item28,CE_B19_F1-Item28.pdf,thumbs/ce_b19_f1-item28_th.jpg,small/ce_b19_f1-item28_sm.jpg,pdf,Magic Valley Memorial Hospital Bill,N/A,N/A,1978-10-28,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical bill,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item29,CE_B19_F1-Item29.pdf,thumbs/ce_b19_f1-item29_th.jpg,small/ce_b19_f1-item29_sm.jpg,pdf,Medication Record,N/A,N/A,1979-10-30,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medication record,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item3,CE_B19_F1-Item3.pdf,thumbs/ce_b19_f1-item3_th.jpg,small/ce_b19_f1-item3_sm.jpg,pdf,Letter from Reserve Life Insurance,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Typewritten correspondence,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item30,CE_B19_F1-Item30.pdf,thumbs/ce_b19_f1-item30_th.jpg,small/ce_b19_f1-item30_sm.jpg,pdf,Penny Wise Drug Store Charge Ticket,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Charge ticket,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item31,CE_B19_F1-Item31.pdf,thumbs/ce_b19_f1-item31_th.jpg,small/ce_b19_f1-item31_sm.jpg,pdf,Penny Wise Drug Store Charge Ticket,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Charge ticket,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item32,CE_B19_F1-Item32.pdf,thumbs/ce_b19_f1-item32_th.jpg,small/ce_b19_f1-item32_sm.jpg,pdf,Penny Wise Drug Store Statement of Account,N/A,N/A,1978-09-25,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item33,CE_B19_F1-Item33.pdf,thumbs/ce_b19_f1-item33_th.jpg,small/ce_b19_f1-item33_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-08-20,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item34,CE_B19_F1-Item34.pdf,thumbs/ce_b19_f1-item34_th.jpg,small/ce_b19_f1-item34_sm.jpg,pdf,Record of Part B Medicare Benefits Used,N/A,N/A,1978-10-11,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item35,CE_B19_F1-Item35.pdf,thumbs/ce_b19_f1-item35_th.jpg,small/ce_b19_f1-item35_sm.jpg,pdf,Record of Part B Medicare Benefits Used,N/A,N/A,1978-09-13,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item36,CE_B19_F1-Item36.pdf,thumbs/ce_b19_f1-item36_th.jpg,small/ce_b19_f1-item36_sm.jpg,pdf,Magic Valley Claim Totals,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item37,CE_B19_F1-Item37.pdf,thumbs/ce_b19_f1-item37_th.jpg,small/ce_b19_f1-item37_sm.jpg,pdf,Medicare Payment Information,N/A,N/A,1978-08-22,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical bill,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item38,CE_B19_F1-Item38.pdf,thumbs/ce_b19_f1-item38_th.jpg,small/ce_b19_f1-item38_sm.jpg,pdf,Bill records,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item39,CE_B19_F1-Item39.pdf,thumbs/ce_b19_f1-item39_th.jpg,small/ce_b19_f1-item39_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-09-24,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item4,CE_B19_F1-Item4.pdf,thumbs/ce_b19_f1-item4_th.jpg,small/ce_b19_f1-item4_sm.jpg,pdf,Reserve Life Insurance Proof of Loss,"Crabtree, Donald ""Don"" E.",Reserve Life Insurance,1978-02-05,,N/A,N/A,,"Dallas, Texas","32.77729818862083, -96.7974799802442","Kimberly, Idaho","42.5335805982885, -114.36483156147125",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Proof of Loss,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item40,CE_B19_F1-Item40.pdf,thumbs/ce_b19_f1-item40_th.jpg,small/ce_b19_f1-item40_sm.jpg,pdf,Record of Part B Medicare Benefits Used,N/A,N/A,1978-10-18,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item41,CE_B19_F1-Item41.pdf,thumbs/ce_b19_f1-item41_th.jpg,small/ce_b19_f1-item41_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-09-08,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item42,CE_B19_F1-Item42.pdf,thumbs/ce_b19_f1-item42_th.jpg,small/ce_b19_f1-item42_sm.jpg,pdf,Record of Part B Medicare Benefits Used,N/A,N/A,1978-10-04,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item43,CE_B19_F1-Item43.pdf,thumbs/ce_b19_f1-item43_th.jpg,small/ce_b19_f1-item43_sm.jpg,pdf,Record of Part B Medicare Benefits Used,N/A,N/A,1978-10-04,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item44,CE_B19_F1-Item44.pdf,thumbs/ce_b19_f1-item44_th.jpg,small/ce_b19_f1-item44_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-08-28,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item45,CE_B19_F1-Item45.pdf,thumbs/ce_b19_f1-item45_th.jpg,small/ce_b19_f1-item45_sm.jpg,pdf,Record of Part B Medicare Benefits Used,N/A,N/A,1978-09-20,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item46,CE_B19_F1-Item46.pdf,thumbs/ce_b19_f1-item46_th.jpg,small/ce_b19_f1-item46_sm.jpg,pdf,Record of Part B Medicare Benefits Used,N/A,N/A,1978-10-18,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item47,CE_B19_F1-Item47.pdf,thumbs/ce_b19_f1-item47_th.jpg,small/ce_b19_f1-item47_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-09-14,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item48,CE_B19_F1-Item48.pdf,thumbs/ce_b19_f1-item48_th.jpg,small/ce_b19_f1-item48_sm.jpg,pdf,Record of Part B Medicare Benefits Used,N/A,N/A,1978-10-04,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item49,CE_B19_F1-Item49.pdf,thumbs/ce_b19_f1-item49_th.jpg,small/ce_b19_f1-item49_sm.jpg,pdf,Benefits Record,N/A,"Crabtree, Donald ""Don"" E.",1978-12-08,,N/A,N/A,,N/A,N/A,"Kimberly, Idaho","42.5335805982885, -114.36483156147125",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Benefits record,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item5,CE_B19_F1-Item5.pdf,thumbs/ce_b19_f1-item5_th.jpg,small/ce_b19_f1-item5_sm.jpg,pdf,Magic Valley Memorial Hospital Bill,N/A,N/A,1978-10-15,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical bill,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item50,CE_B19_F1-Item50.pdf,thumbs/ce_b19_f1-item50_th.jpg,small/ce_b19_f1-item50_sm.jpg,pdf,Benefits Record,N/A,"Crabtree, Donald ""Don"" E.",1978-11-24,,N/A,N/A,,N/A,N/A,"Kimberly, Idaho","42.5335805982885, -114.36483156147125",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Benefits record,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item51,CE_B19_F1-Item51.pdf,thumbs/ce_b19_f1-item51_th.jpg,small/ce_b19_f1-item51_sm.jpg,pdf,Benefits Record,N/A,"Crabtree, Donald ""Don"" E.",1978-10-20,,N/A,N/A,,N/A,N/A,"Kimberly, Idaho","42.5335805982885, -114.36483156147125",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Benefits record,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item52,CE_B19_F1-Item52.pdf,thumbs/ce_b19_f1-item52_th.jpg,small/ce_b19_f1-item52_sm.jpg,pdf,Medicare Payment Information,N/A,N/A,1978-10-04,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical bill,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item53,CE_B19_F1-Item53.pdf,thumbs/ce_b19_f1-item53_th.jpg,small/ce_b19_f1-item53_sm.jpg,pdf,Penny Wise Drug Store Statement of Account,N/A,N/A,1978-12-22,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item54,CE_B19_F1-Item54.pdf,thumbs/ce_b19_f1-item54_th.jpg,small/ce_b19_f1-item54_sm.jpg,pdf,Aetna Explanation of Benefits,N/A,N/A,1979-01-20,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item55,CE_B19_F1-Item55.pdf,thumbs/ce_b19_f1-item55_th.jpg,small/ce_b19_f1-item55_sm.jpg,pdf,Letter from Donald Crabtree to Aetna Life and Casualty,"Crabtree, Donald ""Don"" E.",Aetna Life and Casualty,1979-01-03,,Handwritten letter from Donald Crabtree to Aetna Life and Casualty regarding health insurance coverage.,N/A,,"Kimberly, Idaho","42.5335805982885, -114.36483156147125","Salt Lake City, Utah","40.76196247026785, -111.87380163131897",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Handwritten correspondence,Text,eng,No Copyright,JH,no,
CE_B19_F1-Item56,CE_B19_F1-Item56.pdf,thumbs/ce_b19_f1-item56_th.jpg,small/ce_b19_f1-item56_sm.jpg,pdf,Record of Part B Medicare Benefits Used,N/A,N/A,1978-11-01,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
