objectid,parentid,title,creator,date,date_archival,date_is_approximate,description,subject,recipient,associated_names,location,latitude,longitude,location_2,latitude_2,longitude_2,identifier,doc_length,source,language,rights,rightsstatement,student_initials,publish,original_format,type,format,object_comments,group,display_template,filename,object_location,image_small,image_thumb,extension,box_num,folder_num,id_num
ce_b1_f2-item34,,Letter from Kim Akerman to Donald Crabtree,"Akerman, Kim",1975-09-06,1975-09-06,,Typewritten letter from Kim Akerman to Crabtree where he described the Kimberley technique for flintknapping.,professional correspondence; techniques; flintknapping; bone tools; wooden tools; typewritten,"Crabtree, Donald ""Don"" E.","Purdey, Barbara","Derby, Western Australia",-17.279328565878508,123.6481639336437,"Kimberly, Idaho",42.5335805982885,-114.36611902175405,CE_B1_F2-Item34,"8""x11.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,typewritten correspondence,Text,application/pdf,,archives,pdf,CE_B1_F2-Item34.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B1_F2-Item34.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b1_f2-item34_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b1_f2-item34_th.jpg,pdf,B1,F2,F2-Item34
ce_b1_f2-item35,,Letter from Kim Ackerman to Donald Crabtree,"Akerman, Kim",1976-07-22,1976-07-22,yes,Handwritten letter from Akerman to Crabtree saying that he is currently working on replicating folsom points and a paper on the philosophy of stoneworking.He asked Crabtree for some advice on clamping pieces correctly. Two papers he was involved in are going to be published and he has been elected to the Material Culture Advisory Committee of the Institute for Aboriginal Studies.,personal correspondence; lithics; heat treatment; tool sharing; Folsom points; techniques; handwritten,"Crabtree, Donald ""Don"" E.","Gould, Dick; Hudson, Tom","Derby, Western Australia",-17.279328565878508,123.6481639336437,"Kimberly, Idaho",42.5335805982885,-114.36611902175405,CE_B1_F2-Item35,"8""x10.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,handwritten correspondence,Text,application/pdf,,archives,pdf,CE_B1_F2-Item35.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B1_F2-Item35.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b1_f2-item35_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b1_f2-item35_th.jpg,pdf,B1,F2,F2-Item35
ce_b1_f2-item36,,Letter from Donald Crabtree to Kim Akerman,"Crabtree, Donald ""Don"" E.",1978-04-01,1978-04-01,,Typewritten letter where Crabtree wrote back to Akerman to inform him that in the last year he had an unspecified amount of surgeries (three of which were done with obsidian blades). He thanked him for the tools Akerman sent him and gave him some advice on controlling his folsom point experiments better. On the back of the letter he adds a PS that Dick Gould is in Cambridge working on a book and is learning from blademakers making gunflints.,personal correspondence; Folsom points; tool exchange; typewritten,"Akerman, Kim","Gould, Dick","Kimberly, Idaho",42.5335805982885,-114.36611902175405,"Derby, Western Australia",-17.279328565878508,123.6481639336437,CE_B1_F2-Item36,"8""x10.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,typewritten correspondence,Text,application/pdf,,archives,pdf,CE_B1_F2-Item36.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B1_F2-Item36.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b1_f2-item36_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b1_f2-item36_th.jpg,pdf,B1,F2,F2-Item36
ce_b1_f2-item37,,Letter from Donald Crabtree to Kim Akerman,"Crabtree, Donald ""Don"" E.",1978-05-18,1978-05-18,,Typewritten letter where Crabtree wrote to Akerman that his papers were well written and that he hoped to see them in some American journals. He believes Akerman is the only person with any factual knowledge on Aboriginal technologies in Australia and heat treatment. He discussed grinding and edge abrasion prior to flaking and said that he gave Francois Bordes Akerman’s information so he could get in touch when visiting Australia.,personal correspondence; excavation (sites); heat treatment; techniques; typewritten,"Akerman, Kim","Bordes, Francois; Rovner, Irvin; Crabtree, Evelyn","Kimberly, Idaho",42.5335805982885,-114.36611902175405,"Derby, Western Australia",-17.279328565878508,123.6481639336437,CE_B1_F2-Item37,"8""x11.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,typewritten correspondence,Text,application/pdf,,archives,pdf,CE_B1_F2-Item37.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B1_F2-Item37.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b1_f2-item37_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b1_f2-item37_th.jpg,pdf,B1,F2,F2-Item37
ce_b1_f2-item38,,Letter from Kim Akerman to Donald Crabtree,"Akerman, Kim",1978-05-29,1978-05-29,,Handwritten letter where Akerman wrote to Crabtree about trying to replicate his point work and about some pieces he believed were heat treated. He planned to send Crabtree more examples of what is heat treated and what isn't. Science rejected his papers and asked Crabtree if he could put in a word with Tebiwa and American Antique.,personal correspondence; heat treatment; Tebiwa; handwritten; lithics; tool exchange; techniques,"Crabtree, Donald ""Don"" E.",,"Derby, Western Australia",-17.279328565878508,123.6481639336437,"Kimberly, Idaho",42.5335805982885,-114.36611902175405,CE_B1_F2-Item38,"8""x11.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,handwritten correspondence,Text,application/pdf,,archives,pdf,CE_B1_F2-Item38.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B1_F2-Item38.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b1_f2-item38_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b1_f2-item38_th.jpg,pdf,B1,F2,F2-Item38
ce_b1_f2-item39,,Kim Akerman address change,"Akerman, Kim",1978-08-04,1978-08-04,,Handwritten letter where Akerman sent Crabtree a letter to update him on his new address in North Perth. After his move he is going to go Southeast Kimberley to map sacred areas. He hopes to meet up with Bordes when he returns from SE Kimberley. He asked Crabtree if he got the tape on stone heating and that he hopes to film the process soon.,personal correspondence; heat treatment; film,"Crabtree, Donald ""Don"" E.","Bordes, Francois","Derby, Western Australia",-17.279328565878508,123.6481639336437,"Kimberly, Idaho",42.5335805982885,-114.36611902175405,CE_B1_F2-Item39,"8""x11.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,handwritten correspondence,Text,application/pdf,,archives,pdf,CE_B1_F2-Item39.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B1_F2-Item39.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b1_f2-item39_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b1_f2-item39_th.jpg,pdf,B1,F2,F2-Item39
ce_b1_f2-item3a,,Holiday card from Bob and Lillian Ackerman,"Ackerman, Robert “Bob”; Ackerman, Lillian",,N/A,,"Front: Print of Anonymous Lacquered Calabash from Olinalá de Guerro, Mexico. Inside: “Season’s Greetings” written in several languages including English and signed by Bob and Lillian Ackerman",personal correspondence; holiday card,"Crabtree, Donald ""Don"" E.",,,,,,,,CE_B1_F2-Item3a,"4.5""x6.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,greeting card,Text; Image;StillImage,application/pdf,,archives,pdf,CE_B1_F2-Item3a.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B1_F2-Item3a.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b1_f2-item3a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b1_f2-item3a_th.jpg,pdf,B1,F2,F2-Item3a
ce_b1_f2-item4,,Holiday card from Bob and Lillian Ackerman,"Ackerman, Robert “Bob”; Ackerman, Lillian",,N/A,,"Front: Print of Gathering Wood for Winter by George Henry Durrie. Inside: “Season’s Greetings” written in several languages including English, signed by Bob and Lillian Ackerman.",personal correspondence; holiday card,"Crabtree, Donald ""Don"" E.",,,,,,,,CE_B1_F2-Item4,"4.5""x6.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,greeting card,Text; Image;StillImage,application/pdf,,archives,pdf,CE_B1_F2-Item4.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B1_F2-Item4.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b1_f2-item4_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b1_f2-item4_th.jpg,pdf,B1,F2,F2-Item4
ce_b1_f2-item40,,Letter from Crabtree to praise Kim Akerman’s tape,"Crabtree, Donald ""Don"" E.",1978-10-21,1978-10-21,,Typewritten letter where Crabtree praised Akerman for his tape and informed him that it would be revolutionary for the study of heat treated stoneworks. He made some notes about how to improve certain things.,personal correspondence; heat treatment; film; typewritten,"Akerman, Kim","Bordes, Francois","Kimberly, Idaho",42.5335805982885,-114.36611902175405,"Derby, Western Australia",-17.279328565878508,123.6481639336437,CE_B1_F2-Item40,"8""x10.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,typewritten correspondence,Text,application/pdf,,archives,pdf,CE_B1_F2-Item40.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B1_F2-Item40.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b1_f2-item40_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b1_f2-item40_th.jpg,pdf,B1,F2,F2-Item40
ce_b1_f2-item41,,Job and address update from Kim Akerman,"Akerman, Kim",,N/A,,"Handwritten letter where Akerman wrote to Crabtree wishing him better health and informing him about his new job, Research Officer for a Land Council, and his new address. He sent a draft of his paper on heat treatment and lithic technology in Western Australia. The envelope has a note that Paul Ossa accepted three of his articles.",personal correspondence; heat treatment; film; envelope; handwritten,"Crabtree, Donald ""Don"" E.","Ossa, Paul","Broome, Western Australia",-17.96195809043127,122.23798655963395,,,,CE_B1_F2-Item41,"8.5""x11.5""; 7""x10""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,handwritten correspondence,Text,application/pdf,,archives,pdf,CE_B1_F2-Item41.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B1_F2-Item41.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b1_f2-item41_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b1_f2-item41_th.jpg,pdf,B1,F2,F2-Item41
ce_b1_f2-item42,,Letter from Donald Crabtree to Kim Akerman,"Crabtree, Donald ""Don"" E.",1980-01-02,1980-01-02,,"Typewritten letter from Crabtree where he wrote back to Kim congratulating him on his paper on heat treatment of lithic materials in Australia. He compares it to heat treating in the US, but states that the paper is the first factual work on the subject.",personal correspondence; heat treatment; paper; lithics; tool exchange; typewritten,"Akerman, Kim","Bird, Junius","Kimberly, Idaho",42.5335805982885,-114.36611902175405,"Broome, Western Australia",-17.96195809043127,122.23798655963395,CE_B1_F2-Item42,"8""x10.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,typewritten correspondence,Text,application/pdf,,archives,pdf,CE_B1_F2-Item42.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B1_F2-Item42.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b1_f2-item42_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b1_f2-item42_th.jpg,pdf,B1,F2,F2-Item42
ce_b1_f2-item43,,Letter from Crabtree thanking Akerman,"Crabtree, Donald ""Don"" E.",,N/A,,"Typewritten letter where Crabtree thanked Akerman for the blades he had sent and commented on a few pieces being exquisite. He showed his surgeon the heat treated blades, as well as informed Barbara Purdy about them. He sent back some obsidian and described the handheld flaking process.",personal correspondence; heat treatment; tool exchange; surgery; techniques; lithics; typewritten,"Akerman, Kim","Purdy, Barbara",,,,,,,CE_B1_F2-Item43,"8""x13""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,typewritten correspondence,Text,application/pdf,,archives,pdf,CE_B1_F2-Item43.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B1_F2-Item43.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b1_f2-item43_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b1_f2-item43_th.jpg,pdf,B1,F2,F2-Item43
ce_b1_f2-item44,,Letter from Kim Akerman to Donald Crabtree,"Akerman, Kim",,N/A,,"Handwritten letter wherein Akerman detailed the wood pressure flake, kangaroo ulna flake, and the kangaroo/wallaby fibula he sent to Crabtree. He then discusses how he started making fluted points, the process with what materials he used and how he achieved the points, then promised to send some of his attempts. He said that on a trip to Peru and Bolivia he collected some crude points and four axe/tomahawk heads.",personal correspondence; tool exchange; fluted points; handwritten,"Crabtree, Donald ""Don"" E.",,,,,,,,CE_B1_F2-Item44,"8""x13""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,handwritten correspondence,Text,application/pdf,,archives,pdf,CE_B1_F2-Item44.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B1_F2-Item44.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b1_f2-item44_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b1_f2-item44_th.jpg,pdf,B1,F2,F2-Item44
ce_b1_f2-item45,,Letter with breakdown of heat treating tape sent by Akerman,"Akerman, Kim",,N/A,,Handwritten letter where Akerman breaks down a tape about heat treating he sent to Crabtree of what is being addressed at what times. At the end of the letter he asks if Tebiwa was interested in publishing his papers.,personal correspondence; heat treatment; film; Tebiwa; handwritten,"Crabtree, Donald ""Don"" E.",,,,,,,,CE_B1_F2-Item45,"8.5""x12""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,handwritten correspondence,Text,application/pdf,,archives,pdf,CE_B1_F2-Item45.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B1_F2-Item45.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b1_f2-item45_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b1_f2-item45_th.jpg,pdf,B1,F2,F2-Item45
ce_b1_f2-item46,,Letter from Crabtree about heat treating,"Crabtree, Donald ""Don"" E.",,N/A,,Typewritten letter where Crabtree wrote to Akerman to discuss heat treatment. He had tried to prove it a few years before but was shot down quickly until heat treatment was found in France and Arizona.,personal correspondence; heat treatment; typewritten,"Akerman, Kim","Bordes, Francois; Pace, Andy; Longacre, Bill; Ossa, Paul; Norman Tindale","Kimberly, Idaho",42.5335805982885,-114.36611902175405,"Derby, Western Australia",-17.279328565878508,123.6481639336437,CE_B1_F2-Item46,"8""x11""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,typewritten correspondence,Text,application/pdf,,archives,pdf,CE_B1_F2-Item46.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B1_F2-Item46.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b1_f2-item46_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b1_f2-item46_th.jpg,pdf,B1,F2,F2-Item46
ce_b1_f2-item47,,Letter from Akerman to Crabtree regarding his paper,"Akerman, Kim",,N/A,,"Handwritten letter wherein Akerman wrote to Crabtree with a copy of his paper and requested any notes Crabtree had. He gives details on the annealing techniques and prestige points. He told Don about a point he found on a hunting trip and how it compares to some others in his personal collection, then detailed two of the points he had sent to Crabtree.",personal correspondence; heat treatment; paper; techniques; tool exchange; handwritten,"Crabtree, Donald ""Don"" E.",,,,,,,,CE_B1_F2-Item47,"8.5""x11.5""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,handwritten correspondence,Text,application/pdf,,archives,pdf,CE_B1_F2-Item47.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B1_F2-Item47.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b1_f2-item47_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b1_f2-item47_th.jpg,pdf,B1,F2,F2-Item47
ce_b1_f2-item48,,Letter to Crabtree from Akerman detailing artifacts he had sent,"Akerman, Kim",,N/A,,Handwritten letter from Akerman. He sent Crabtree three artifacts which he gives information on and asks for his comparison. He also asks if Crabtree had any folsom points or clovis work he could send back to him.,personal correspondence; Folsom points; tool exchange; handwritten,"Crabtree, Donald ""Don"" E.",,,,,,,,CE_B1_F2-Item48,"8.5""x7""","Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,handwritten correspondence,Text,application/pdf,,archives,pdf,CE_B1_F2-Item48.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B1_F2-Item48.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b1_f2-item48_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b1_f2-item48_th.jpg,pdf,B1,F2,F2-Item48
